ID,Stability_Score
ID_1,0.9988816699482135
ID_2,0.8767123112498453
ID_3,0.8888964935958513
ID_4,0.9349174363103075
ID_5,0.9464450014907995
ID_6,0.9280758729179094
ID_7,0.9969271451228744
ID_8,0.9432844743085289
